ProcessLevel	Left_out_processName	ProcessID	ProcessName	Original_process_size	Process_size_after_left_out	New_symbols_count	New_symbols_count_divided_by_original_process_size	New_symbols_rank_increase	New_symbols_rank_increase_divided_by_original_process_size
3	Chondroitin sulfate and dermatan sulfate synthesis	MBC:0000566	Regulation of coagulation cascade by protein C	9	10	1	0.1111111	2	0.2222222
3	Chromatin organization by insulator proteins	MBC:0000236	Chromatin organization by transcription factories	8	9	1	0.125	4	0.5
3	Chromatin organization by insulator proteins	MBC:0000237	Chromatin targeting to lamina	2	3	1	0.5	1	0.5
3	Chromatin organization by insulator proteins	MBC:0000364	Histone methylation and demethylation	141	144	1	0.007092198	28	0.1985816
3	Chromatin organization by insulator proteins	MBC:0000565	Recycling endosome dynamics	52	53	1	0.01923077	31.5	0.6057692
3	Chromatin organization by Polycomb repressive complexes	MBC:0000216	Cell cycle arrest in response to DNA damage	14	15	1	0.07142857	3.5	0.25
3	Chromatin organization by Polycomb repressive complexes	MBC:0000270	DNA cleavage	22	23	1	0.04545455	10.5	0.4772727
3	Chromatin organization by Polycomb repressive complexes	MBC:0000363	Histone acetylation and deactylation	73	79	1	0.01369863	52	0.7123288
3	Chromatin organization by Polycomb repressive complexes	MBC:0000364	Histone methylation and demethylation	141	145	5	0.03546099	470	3.333333
3	Chromatin organization by Polycomb repressive complexes	MBC:0000366	Histone ubiquitination and deubiquitination	55	60	7	0.1272727	287	5.218182
3	Chromatin organization by Polycomb repressive complexes	MBC:0000501	Nucleosome assembly	46	47	1	0.02173913	9	0.1956522
3	Ciliary transition zone organization	MBC:0000165	Adherens junction organization	47	48	1	0.0212766	14	0.2978723
3	Ciliary transition zone organization	MBC:0000294	Eukaryotic basal body organization	41	43	2	0.04878049	40.5	0.9878049
3	Ciliary transition zone organization	MBC:0000297	Eukaryotic transition zone organization	15	18	2	0.1333333	16.5	1.1
3	Ciliary transition zone organization	MBC:0000318	Filopodium organization	36	36	1	0.02777778	15.5	0.4305556
3	Ciliary transition zone organization	MBC:0000415	Late endosome dynamics	63	64	1	0.01587302	11.5	0.1825397
3	Ciliary transition zone organization	MBC:0000667	WNT-Beta-catenin signaling pathway	83	84	1	0.01204819	67.5	0.813253
3	Citric acid cycle	MBC:0000279	Electron transport chain	17	19	1	0.05882353	7	0.4117647
3	Citric acid cycle	MBC:0000339	Glutamate and glutamine metabolism	13	15	2	0.1538462	5.5	0.4230769
3	Citric acid cycle	MBC:0000344	Glycolysis and Gluconeogenesis	45	46	1	0.02222222	38	0.8444445
3	Citric acid cycle	MBC:0000360	HIF-1 receptor signaling pathway	32	33	1	0.03125	16	0.5
3	Citric acid cycle	MBC:0000612	Thiamine metabolism	5	10	5	1	5	1
3	Citric acid cycle	MBC:0000653	Urea cycle	10	11	1	0.1	1	0.1
3	Class switch recombination	MBC:0000161	Actin polymerization	92	92	1	0.01086957	63	0.6847826
3	Class switch recombination	MBC:0000172	Alternative end joining DSB repair	7	8	1	0.1428571	6	0.8571429
3	Class switch recombination	MBC:0000173	Amination of alpha-keto acids and deamination of amino acids	14	15	1	0.07142857	14	1
3	Class switch recombination	MBC:0000189	Base excision repair	39	40	1	0.02564103	20	0.5128205
3	Class switch recombination	MBC:0000216	Cell cycle arrest in response to DNA damage	14	15	1	0.07142857	3	0.2142857
3	Class switch recombination	MBC:0000258	C-type lectin receptor signaling	20	22	1	0.05	1	0.05
3	Class switch recombination	MBC:0000290	Erythropoietin receptor signaling	6	7	1	0.1666667	1	0.1666667
3	Class switch recombination	MBC:0000364	Histone methylation and demethylation	141	143	1	0.007092198	64	0.4539007
3	Class switch recombination	MBC:0000385	Interferon beta receptor signaling	42	44	2	0.04761905	17	0.4047619
3	Class switch recombination	MBC:0000483	Nodal growth differentiation factor receptor signaling	56	57	1	0.01785714	21	0.375
3	Class switch recombination	MBC:0000485	Non-homologous end joining DSB repair	22	24	1	0.04545455	1	0.04545455
3	Class switch recombination	MBC:0000561	Pyrimidine synthesis and salvage	8	9	1	0.125	2.5	0.3125
3	Class switch recombination	MBC:0000562	Rank signaling	36	40	2	0.05555556	47	1.305556
3	Class switch recombination	MBC:0000582	RNA editing	23	25	2	0.08695652	26.5	1.152174
3	Class switch recombination	MBC:0000623	Toll-like receptor signaling	33	35	1	0.03030303	1	0.03030303
3	Class switch recombination	MBC:0000629	Transcription repression	87	89	2	0.02298851	72.5	0.8333333
3	Class switch recombination	MBC:0000656	VDJ recombination	14	13	0	0	3	0.2142857
3	Classical complement pathway	MBC:0000171	Alternative complement pathway	15	15	0	0	0.5	0.03333334
3	Classical complement pathway	MBC:0000280	Endogenous control of complement activity	19	22	3	0.1578947	20	1.052632
3	Classical complement pathway	MBC:0000416	Lectin complement pathway	11	14	3	0.2727273	12	1.090909
3	Clathrin-mediated endocytosis	MBC:0000159	Actin filament nucleation and branching	33	34	1	0.03030303	3	0.09090909
3	Clathrin-mediated endocytosis	MBC:0000160	Actin filament severing and depolymerization	20	20	0	0	3	0.15
3	Clathrin-mediated endocytosis	MBC:0000161	Actin polymerization	92	92	1	0.01086957	54.5	0.5923913
3	Clathrin-mediated endocytosis	MBC:0000171	Alternative complement pathway	15	15	1	0.06666667	6	0.4
3	Clathrin-mediated endocytosis	MBC:0000174	Amyloid plaque organization	18	19	1	0.05555556	4	0.2222222
3	Clathrin-mediated endocytosis	MBC:0000213	Caveolin-mediated endocytosis	11	11	0	0	0.5	0.04545455
3	Clathrin-mediated endocytosis	MBC:0000224	Centrosome organization	86	86	0	0	12.5	0.1453488
3	Clathrin-mediated endocytosis	MBC:0000276	Early endosome dynamics	58	57	0	0	1	0.01724138
3	Clathrin-mediated endocytosis	MBC:0000319	Focal adhesion organization	61	62	1	0.01639344	32	0.5245901
3	Clathrin-mediated endocytosis	MBC:0000352	Hedgehog receptor signaling	28	29	1	0.03571429	7.5	0.2678571
3	Clathrin-mediated endocytosis	MBC:0000413	Lamellipodium organization	52	54	2	0.03846154	28.5	0.5480769
3	Clathrin-mediated endocytosis	MBC:0000565	Recycling endosome dynamics	52	56	4	0.07692308	107	2.057692
3	Clathrin-mediated endocytosis	MBC:0000567	Regulation of iron homeostasis	28	29	1	0.03571429	1	0.03571429
3	Clathrin-mediated endocytosis	MBC:0000654	Vascular endothelial growth factor receptor signaling	37	38	1	0.02702703	6.5	0.1756757
3	Clathrin-mediated endocytosis	MBC:0000659	Vesicle fusion with plasma membrane	34	34	0	0	3	0.0882353
3	Clathrin-mediated vesicle traffic from TGN to endosomal lysosomal system	MBC:0000565	Recycling endosome dynamics	52	63	9	0.1730769	335	6.442307
3	Clathrin-mediated vesicle traffic from TGN to endosomal lysosomal system	MBC:0000573	Retrograde vesicle traffic from endosome to TGN	35	36	1	0.02857143	5.5	0.1571429
3	Cleavage of ER signal peptide	MBC:0000550	Protein N-linked glycosylation in ER	13	16	3	0.2307692	9	0.6923077
3	Coagulation cascade	MBC:0000231	Cholesterol transport by lipoproteins	20	21	1	0.05	10.5	0.525
3	Coagulation cascade	MBC:0000241	Classical complement pathway	17	18	1	0.05882353	7	0.4117647
3	Coagulation cascade	MBC:0000246	Coagulation factor synthesis and vitamin K metabolism	7	7	1	0.1428571	3	0.4285714
3	Coagulation cascade	MBC:0000283	Endoplasmic sheet maintenance	8	8	0	0	1	0.125
3	Coagulation cascade	MBC:0000347	G-protein coupled receptor signaling pathway	31	32	1	0.03225806	12.5	0.4032258
3	Coagulation cascade	MBC:0000566	Regulation of coagulation cascade by protein C	9	10	1	0.1111111	4.5	0.5
3	Coagulation factor synthesis and vitamin K metabolism	MBC:0000245	Coagulation cascade	10	13	3	0.3	24	2.4
3	Coagulation factor synthesis and vitamin K metabolism	MBC:0000566	Regulation of coagulation cascade by protein C	9	7	0	0	0.5	0.05555556
3	Cobalamin metabolism	MBC:0000429	Lysosomal glycoprotein degradation	67	70	3	0.04477612	83.5	1.246269
3	Collagen fiber crosslinking	MBC:0000173	Amination of alpha-keto acids and deamination of amino acids	14	15	1	0.07142857	1	0.07142857
3	Collagen fiber crosslinking	MBC:0000313	Fibrillin synthesis	14	15	1	0.07142857	9	0.6428571
3	Collagen fiber crosslinking	MBC:0000316	Fibronectin synthesis	17	18	1	0.05882353	16	0.9411765
3	Collagen fiber crosslinking	MBC:0000429	Lysosomal glycoprotein degradation	67	68	1	0.01492537	15.5	0.2313433
3	Collagen fiber crosslinking	MBC:0000608	Syndecan receptor signaling	9	9	1	0.1111111	4	0.4444444
3	Collagen fibril organization by fibril-associated bridges	MBC:0000635	Translation termination	18	19	1	0.05555556	3	0.1666667
3	Connection of muscle sarcomere to extracellular matrix	MBC:0000156	Acetylcholine-mediated control of postsynaptic potential	11	13	2	0.1818182	13	1.181818
3	Connection of muscle sarcomere to extracellular matrix	MBC:0000251	Connection of muscle sarcomere to plasma membrane	14	17	3	0.2142857	28.5	2.035714
3	Connection of muscle sarcomere to extracellular matrix	MBC:0000495	Nuclear intermediate filaments	41	42	1	0.02439024	9	0.2195122
3	Connection of muscle sarcomere to extracellular matrix	MBC:0000551	Protein O-linked glycosylation in Golgi Apparatus	8	9	1	0.125	1	0.125
3	Connection of muscle sarcomere to plasma membrane	MBC:0000315	Fibronectin assembly	9	10	1	0.1111111	1	0.1111111
3	Connection of muscle sarcomere to plasma membrane	MBC:0000319	Focal adhesion organization	61	66	5	0.08196721	241	3.95082
3	Connection of muscle sarcomere to plasma membrane	MBC:0000383	Integrin-mediated leukocyte rolling	16	18	2	0.125	23.5	1.46875
3	Connection of muscle sarcomere to plasma membrane	MBC:0000469	Myofibril formation	11	12	1	0.09090909	11	1
3	Connection of muscle sarcomere to plasma membrane	MBC:0000668	Z-disc organization	23	22	0	0	8	0.3478261
3	Contractile ring constriction	MBC:0000206	CAM kinase signaling pathway	13	14	1	0.07692308	10.5	0.8076923
3	Contractile ring constriction	MBC:0000254	Contractile ring formation	10	13	2	0.2	16	1.6
3	Contractile ring constriction	MBC:0000288	Equatorial RhoA activation	5	6	1	0.2	3.5	0.7
3	Contractile ring constriction	MBC:0000613	Thick myofilament organization	6	7	1	0.1666667	2	0.3333333
3	Contractile ring formation	MBC:0000253	Contractile ring constriction	4	5	1	0.25	1	0.25
3	Contractile ring formation	MBC:0000491	Notch receptor signaling	31	32	1	0.03225806	15	0.483871
3	Contractile ring formation	MBC:0000553	Protein polyubiquitination	19	20	1	0.05263158	6	0.3157895
3	Copper transmembrane transport	MBC:0000220	Cellular iron uptake	19	20	1	0.05263158	9	0.4736842
3	Copper transmembrane transport	MBC:0000517	Phosphate transmembrane transport	32	33	1	0.03125	16	0.5
3	Copper transmembrane transport	MBC:0000567	Regulation of iron homeostasis	28	30	2	0.07142857	30	1.071429
3	Copper transmembrane transport	MBC:0000669	Zinc transmembrane transport	21	21	1	0.04761905	4	0.1904762
3	Corticotropin-releasing hormone receptor signaling	MBC:0000274	Dopamine-mediated control of postsynaptic potential	21	23	1	0.04761905	9	0.4285714
3	Corticotropin-releasing hormone receptor signaling	MBC:0000336	Glucocorticoid and Mineralocorticoid synthesis	6	7	1	0.1666667	4.5	0.75
3	Corticotropin-releasing hormone receptor signaling	MBC:0000548	Protein kinase C signaling pathway	18	19	2	0.1111111	22	1.222222
3	Co-translational translocation membrane protein insertion and import	MBC:0000244	Cleavage of ER signal peptide	5	5	1	0.2	2.5	0.5
3	C-type lectin receptor signaling	MBC:0000222	Centrosome duplication	30	31	1	0.03333334	18.5	0.6166667
3	C-type lectin receptor signaling	MBC:0000299	Exosome secretion	17	17	0	0	1	0.05882353
3	C-type lectin receptor signaling	MBC:0000366	Histone ubiquitination and deubiquitination	55	55	0	0	0.5	0.009090909
3	C-type lectin receptor signaling	MBC:0000383	Integrin-mediated leukocyte rolling	16	17	1	0.0625	15.5	0.96875
3	C-type lectin receptor signaling	MBC:0000429	Lysosomal glycoprotein degradation	67	71	1	0.01492537	16.5	0.2462687
3	C-type lectin receptor signaling	MBC:0000506	Osteonectin receptor signaling	15	16	1	0.06666667	2.5	0.1666667
3	C-type lectin receptor signaling	MBC:0000539	Proteasomal core organization	15	16	1	0.06666667	1	0.06666667
3	C-type lectin receptor signaling	MBC:0000623	Toll-like receptor signaling	33	35	1	0.03030303	16.5	0.5
3	C-type lectin receptor signaling	MBC:0000632	Transforming growth factor beta receptor signaling	8	9	1	0.125	1.5	0.1875
3	C-type lectin receptor signaling	MBC:0000654	Vascular endothelial growth factor receptor signaling	37	38	1	0.02702703	26	0.7027027
3	Cytoplasmic core snRNP assembly	MBC:0000364	Histone methylation and demethylation	141	141	0	0	1	0.007092198
3	Cytoplasmic core snRNP assembly	MBC:0000494	Nuclear import of core snRNP	12	12	0	0	4	0.3333333
3	Cytoplasmic core snRNP assembly	MBC:0000576	Ribonucleoprotein assembly	23	23	0	0	8	0.3478261
3	Cytoplasmic core snRNP assembly	MBC:0000634	Translation initiation	95	97	2	0.02105263	93	0.9789473
3	Cytoplasmic Dicer-mediated microRNA and endogenous siRNA processing	MBC:0000609	Target RNA degradation, inhibition or destabilization by RICS or RITS	24	24	0	0	2	0.08333334
3	Cytoplasmic protein acetylation and deacetylation	MBC:0000156	Acetylcholine-mediated control of postsynaptic potential	11	12	1	0.09090909	1	0.09090909
3	Cytoplasmic protein acetylation and deacetylation	MBC:0000443	Microtubule crosslinking and bundling	11	12	1	0.09090909	1.5	0.1363636
3	Cytoplasmic protein acetylation and deacetylation	MBC:0000449	Microtubule stabilization	10	11	1	0.1	4	0.4
3	Cytoplasmic protein acetylation and deacetylation	MBC:0000541	Protein acylation	18	21	1	0.05555556	14	0.7777778
3	Cytoplasmic protein acetylation and deacetylation	MBC:0000569	Regulation of RNA polymerase II by elongation factors	39	43	4	0.1025641	42	1.076923
3	Cytoplasmic protein acetylation and deacetylation	MBC:0000625	Transcription by rna polymerase II	56	56	4	0.07142857	72	1.285714
3	Cytoplasmic protein folding	MBC:0000544	Protein folding in Mitochondria	5	8	1	0.2	1	0.2
3	Cytoplasmic protein tyrosination and detyrosination	MBC:0000501	Nucleosome assembly	46	47	1	0.02173913	23.5	0.5108696
3	Cytoplasmic RNA deadadenylation	MBC:0000376	Inhibition of apoptosis	31	32	1	0.03225806	7	0.2258064
3	Cytoplasmic RNA deadadenylation	MBC:0000406	Intestinal absorption and excretion of cholesterol	18	19	1	0.05555556	2	0.1111111
3	Cytoplasmic RNA deadadenylation	MBC:0000629	Transcription repression	87	92	7	0.08045977	286	3.287356
3	Cytoplasmic RNA deadadenylation	MBC:0000634	Translation initiation	95	96	1	0.01052632	26	0.2736842
3	Cytoplasmic RNA deadadenylation	MBC:0000635	Translation termination	18	19	1	0.05555556	1	0.05555556
3	Decorin synthesis	MBC:0000195	Biglycan synthesis	1	2	1	1	1	1
3	Desaturation of fatty acids	MBC:0000193	Beta-oxidation	40	40	0	0	0.5	0.0125
3	Desaturation of fatty acids	MBC:0000308	Fatty acid elongation	14	18	4	0.2857143	27	1.928571
3	Desaturation of fatty acids	MBC:0000425	Lipogenesis	12	13	1	0.08333334	11	0.9166667
3	Desaturation of fatty acids	MBC:0000468	Myelin biogenesis and maturation	9	10	1	0.1111111	2	0.2222222
3	Desmosome organization	MBC:0000165	Adherens junction organization	47	53	6	0.1276596	149	3.170213
3	Desmosome organization	MBC:0000248	Collagen fiber crosslinking	10	11	1	0.1	9	0.9
3	Desmosome organization	MBC:0000276	Early endosome dynamics	58	59	1	0.01724138	20	0.3448276
3	Desmosome organization	MBC:0000287	Epithelial intermediate filament dynamics	16	21	4	0.25	25	1.5625
3	Desmosome organization	MBC:0000355	Hemidesmosome organization	17	19	2	0.1176471	22	1.294118
3	Desmosome organization	MBC:0000363	Histone acetylation and deactylation	73	74	1	0.01369863	30	0.4109589
3	Desmosome organization	MBC:0000409	Intrinsic apoptosis pathway	26	27	1	0.03846154	9	0.3461539
3	Desmosome organization	MBC:0000431	Lysosomal lipid degradation	50	51	1	0.02	14	0.28
3	Desmosome organization	MBC:0000622	Tight junction organization	64	67	2	0.03125	39.5	0.6171875
3	Direct lesion reversal	MBC:0000452	Mismatch repair	20	21	1	0.05	14.5	0.725
3	Discoidin domain receptor signaling	MBC:0000191	Basement membrane attachment to cell surface	7	8	1	0.1428571	6	0.8571429
3	Discoidin domain receptor signaling	MBC:0000312	Fibrillar collagen core structure organization	15	17	2	0.1333333	22	1.466667
3	DNA cleavage	MBC:0000161	Actin polymerization	92	92	0	0	1	0.01086957
3	DNA cleavage	MBC:0000189	Base excision repair	39	41	1	0.02564103	15	0.3846154
3	DNA cleavage	MBC:0000501	Nucleosome assembly	46	46	0	0	2.5	0.05434782
3	DNA cleavage	MBC:0000504	Nucleotide excision repair	35	36	1	0.02857143	14	0.4
3	DNA cleavage	MBC:0000584	rRNA processing	39	39	0	0	8	0.2051282
3	DNA replication elongation	MBC:0000272	DNA replication initiation	22	25	1	0.04545455	24	1.090909
3	DNA replication initiation	MBC:0000185	Apoptosome assembly	8	8	0	0	1.5	0.1875
3	DNA replication initiation	MBC:0000190	Basement membrane assembly and organization	11	12	1	0.09090909	1	0.09090909
3	DNA replication initiation	MBC:0000271	DNA replication elongation	13	20	7	0.5384616	9.5	0.7307692
3	DNA replication initiation	MBC:0000367	Homologous recombination DSB repair	55	56	1	0.01818182	35	0.6363636
3	DNA replication initiation	MBC:0000371	Hydrogen transmembrane transport	66	66	1	0.01515152	34	0.5151515
3	DNA replication initiation	MBC:0000504	Nucleotide excision repair	35	35	0	0	1	0.02857143
3	DNA replication initiation	MBC:0000524	Potassium transmembrane transport	26	27	1	0.03846154	2	0.07692308
3	DNA replication initiation	MBC:0000610	Telomere replication	24	24	0	0	4.5	0.1875
3	DNA supercoiling during transcription elongation	MBC:0000270	DNA cleavage	22	21	1	0.04545455	22	1
3	Dopamine-mediated control of postsynaptic potential	MBC:0000333	Ghrelin receptor signaling	11	12	1	0.09090909	7	0.6363636
3	Dopamine-mediated control of postsynaptic potential	MBC:0000522	Platelet-derived growth factor receptor signaling	20	21	1	0.05	1.5	0.075
3	Drug and toxin export via multidrug resistance-associated proteins	MBC:0000196	Bile acid secretion and re-absorbtion	14	16	2	0.1428571	17	1.214286
3	Drug and toxin export via multidrug resistance-associated proteins	MBC:0000197	Bile acid synthesis from cholesterol	16	17	1	0.0625	6.5	0.40625
3	Drug and toxin export via multidrug resistance-associated proteins	MBC:0000198	Bilirubin conjugation	7	8	1	0.1428571	2.5	0.3571429
3	Drug and toxin export via multidrug resistance-associated proteins	MBC:0000246	Coagulation factor synthesis and vitamin K metabolism	7	8	1	0.1428571	3.5	0.5
3	Drug and toxin export via multidrug resistance-associated proteins	MBC:0000255	Copper transmembrane transport	7	8	1	0.1428571	1	0.1428571
3	Drug and toxin export via multidrug resistance-associated proteins	MBC:0000341	Gluthatione conjugation	8	8	0	0	1	0.125
3	Drug and toxin export via multidrug resistance-associated proteins	MBC:0000371	Hydrogen transmembrane transport	66	66	3	0.04545455	107	1.621212
3	Drug and toxin export via multidrug resistance-associated proteins	MBC:0000466	Multivesicular body dynamics	51	51	0	0	0.5	0.009803922
3	Drug and toxin export via multidrug resistance-associated proteins	MBC:0000550	Protein N-linked glycosylation in ER	13	13	0	0	1	0.07692308
3	Drug and toxin export via multidrug resistance-associated proteins	MBC:0000601	Sodium transmembrane transport	53	55	1	0.01886792	11	0.2075472
3	Drug and toxin export via multidrug resistance-associated proteins	MBC:0000622	Tight junction organization	64	65	1	0.015625	32	0.5
3	Drug and toxin export via multidrug resistance-associated proteins	MBC:0000629	Transcription repression	87	87	1	0.01149425	29	0.3333333
3	Early endosome dynamics	MBC:0000243	Clathrin-mediated vesicle traffic from TGN to endosomal lysosomal system	15	16	1	0.06666667	4	0.2666667
3	Early endosome dynamics	MBC:0000413	Lamellipodium organization	52	53	1	0.01923077	4.5	0.08653846
3	Early endosome dynamics	MBC:0000415	Late endosome dynamics	63	67	4	0.06349207	164.5	2.611111
3	Early endosome dynamics	MBC:0000466	Multivesicular body dynamics	51	52	0	0	18.5	0.3627451
3	Early endosome dynamics	MBC:0000565	Recycling endosome dynamics	52	56	3	0.05769231	90.5	1.740385
3	Eicosanoid metabolism	MBC:0000189	Base excision repair	39	40	1	0.02564103	15	0.3846154
3	Eicosanoid metabolism	MBC:0000217	Cellular cholesterol uptake and efflux	28	29	1	0.03571429	8.5	0.3035714
3	Eicosanoid metabolism	MBC:0000270	DNA cleavage	22	23	1	0.04545455	10.5	0.4772727
3	Eicosanoid metabolism	MBC:0000286	Epidermal growth factor receptor signaling	33	34	1	0.03030303	11.5	0.3484848
3	Eicosanoid metabolism	MBC:0000421	Lipid droplet biogenesis	19	20	1	0.05263158	1	0.05263158
3	Eicosanoid metabolism	MBC:0000470	Natriuretic peptide receptor signaling	28	29	1	0.03571429	8.5	0.3035714
3	Eicosanoid metabolism	MBC:0000488	Non-vesicular ceramide transport	16	16	0	0	0.5	0.03125
3	Eicosanoid metabolism	MBC:0000512	Peroxisome proliferator-activated receptor gamma signaling	30	31	1	0.03333334	3	0.1
3	Eicosanoid metabolism	MBC:0000535	Prostacycline receptor signaling	6	6	0	0	0.5	0.08333334
3	Eicosanoid metabolism	MBC:0000538	Prostaglandin PGF2 alpha receptor signaling	7	7	0	0	0.5	0.07142857
3	Elastin cross-linking and assembly	MBC:0000248	Collagen fiber crosslinking	10	11	1	0.1	10	1
3	Electron transport chain	MBC:0000239	Citric acid cycle	13	13	0	0	6	0.4615385
3	Electron transport chain	MBC:0000344	Glycolysis and Gluconeogenesis	45	47	1	0.02222222	6	0.1333333
3	Electron transport chain	MBC:0000454	Mitochondrial ATP-synthesis	9	9	0	0	18.5	2.055556
3	Electron transport chain	MBC:0000575	Riboflavin metabolism	24	24	0	0	0.5	0.02083333
3	Endogenous control of complement activity	MBC:0000171	Alternative complement pathway	15	19	4	0.2666667	15.5	1.033333
3	Endogenous control of complement activity	MBC:0000241	Classical complement pathway	17	19	2	0.1176471	11.5	0.6764706
3	Endogenous control of complement activity	MBC:0000437	Membrane attack complex formation	14	17	3	0.2142857	6	0.4285714
3	Endoplasmic reticulum quality control system	MBC:0000226	Chaperone mediated protein folding in ER	33	33	0	0	10.5	0.3181818
3	Endoplasmic reticulum quality control system	MBC:0000230	Cholesterol synthesis	27	28	1	0.03703704	7	0.2592593
3	Endoplasmic reticulum quality control system	MBC:0000289	ER unfolded protein response pathway	8	9	1	0.125	1	0.125
3	Endoplasmic reticulum quality control system	MBC:0000329	Gap junction organization	36	37	1	0.02777778	4	0.1111111
3	Endoplasmic reticulum quality control system	MBC:0000371	Hydrogen transmembrane transport	66	67	0	0	6	0.09090909
3	Endoplasmic reticulum quality control system	MBC:0000385	Interferon beta receptor signaling	42	43	1	0.02380952	15.5	0.3690476
3	Endoplasmic reticulum quality control system	MBC:0000406	Intestinal absorption and excretion of cholesterol	18	19	1	0.05555556	5	0.2777778
3	Endoplasmic reticulum quality control system	MBC:0000421	Lipid droplet biogenesis	19	19	0	0	6	0.3157895
3	Endoplasmic reticulum quality control system	MBC:0000429	Lysosomal glycoprotein degradation	67	73	1	0.01492537	14.5	0.2164179
3	Endoplasmic reticulum quality control system	MBC:0000455	Mitochondrial fission	31	31	0	0	1.5	0.0483871
3	Endoplasmic reticulum quality control system	MBC:0000456	Mitochondrial fusion	23	24	1	0.04347826	3.5	0.1521739
3	Endoplasmic reticulum quality control system	MBC:0000497	Nuclear pore complex organization	70	72	2	0.02857143	72	1.028571
3	Endoplasmic reticulum quality control system	MBC:0000539	Proteasomal core organization	15	16	1	0.06666667	7	0.4666667
3	Endoplasmic reticulum quality control system	MBC:0000550	Protein N-linked glycosylation in ER	13	14	1	0.07692308	4	0.3076923
3	Endoplasmic reticulum tubulus maintenance	MBC:0000174	Amyloid plaque organization	18	19	1	0.05555556	4	0.2222222
3	Endoplasmic reticulum tubulus maintenance	MBC:0000415	Late endosome dynamics	63	64	1	0.01587302	11.5	0.1825397
3	Endoplasmic reticulum tubulus maintenance	MBC:0000444	Microtubule depolymerization, severing and catastrophe	16	19	2	0.125	14	0.875
3	Endoplasmic reticulum tubulus maintenance	MBC:0000452	Mismatch repair	20	21	1	0.05	7	0.35
3	Endoplasmic reticulum tubulus maintenance	MBC:0000474	Nerve growth factor receptor signaling	15	16	1	0.06666667	12	0.8
3	Endothelin receptor signaling	MBC:0000174	Amyloid plaque organization	18	19	1	0.05555556	1.5	0.08333334
3	Endothelin receptor signaling	MBC:0000470	Natriuretic peptide receptor signaling	28	29	2	0.07142857	51	1.821429
3	Endothelin receptor signaling	MBC:0000535	Prostacycline receptor signaling	6	9	3	0.5	6	1
3	Endothelin receptor signaling	MBC:0000617	Thromboxane receptor signaling	6	7	1	0.1666667	1	0.1666667
3	Epidermal growth factor receptor signaling	MBC:0000358	Heparin-binding EGF-like growth factor receptor signaling	9	10	1	0.1111111	8	0.8888889
3	Epidermal growth factor receptor signaling	MBC:0000413	Lamellipodium organization	52	52	0	0	13.5	0.2596154
3	Epidermal growth factor receptor signaling	MBC:0000431	Lysosomal lipid degradation	50	50	0	0	12.5	0.25
3	Epidermal growth factor receptor signaling	MBC:0000466	Multivesicular body dynamics	51	51	0	0	0.5	0.009803922
3	Epidermal growth factor receptor signaling	MBC:0000475	Neuregulin receptor signaling	25	26	1	0.04	7	0.28
3	Epidermal growth factor receptor signaling	MBC:0000522	Platelet-derived growth factor receptor signaling	20	20	0	0	0.5	0.025
3	Epidermal growth factor receptor signaling	MBC:0000583	Roundabout signaling	14	14	0	0	0.5	0.03571429
3	Epidermal growth factor receptor signaling	MBC:0000628	Transcription regulation by mediator	76	78	1	0.01315789	29.5	0.3881579
3	Epithelial intermediate filament dynamics	MBC:0000190	Basement membrane assembly and organization	11	12	1	0.09090909	1	0.09090909
3	Epithelial intermediate filament dynamics	MBC:0000267	Desmosome organization	39	46	7	0.1794872	73.5	1.884615
3	Epithelial intermediate filament dynamics	MBC:0000316	Fibronectin synthesis	17	18	1	0.05882353	6.5	0.3823529
3	Epithelial intermediate filament dynamics	MBC:0000495	Nuclear intermediate filaments	41	43	2	0.04878049	49	1.195122
3	Epithelial intermediate filament dynamics	MBC:0000512	Peroxisome proliferator-activated receptor gamma signaling	30	31	1	0.03333334	3	0.1
3	Epithelial intermediate filament dynamics	MBC:0000562	Rank signaling	36	37	1	0.02777778	10.5	0.2916667
3	Epithelial intermediate filament dynamics	MBC:0000640	Triacylglycerol hydrolysis and mobilization	35	36	1	0.02857143	14	0.4
3	Epithelial intermediate filament dynamics	MBC:0000661	Vimentin-like intermediate filament dynamics	7	8	1	0.1428571	6.5	0.9285714
3	Equatorial RhoA activation	MBC:0000161	Actin polymerization	92	92	1	0.01086957	83	0.9021739
3	Equatorial RhoA activation	MBC:0000253	Contractile ring constriction	4	5	1	0.25	4	1
3	Equatorial RhoA activation	MBC:0000254	Contractile ring formation	10	11	1	0.1	9.5	0.95
3	Equatorial RhoA activation	MBC:0000413	Lamellipodium organization	52	56	1	0.01923077	34	0.6538461
3	ER unfolded protein response pathway	MBC:0000226	Chaperone mediated protein folding in ER	33	37	4	0.1212121	101.5	3.075758
3	ER unfolded protein response pathway	MBC:0000281	Endoplasmic reticulum quality control system	64	65	2	0.03125	112	1.75
3	ER unfolded protein response pathway	MBC:0000283	Endoplasmic sheet maintenance	8	9	1	0.125	2	0.25
3	ER unfolded protein response pathway	MBC:0000634	Translation initiation	95	96	1	0.01052632	79	0.831579
3	Erythropoietin receptor signaling	MBC:0000179	Angiotensin receptor signaling	15	15	0	0	0.5	0.03333334
3	Erythropoietin receptor signaling	MBC:0000348	Granulocyte macrophage colony-stimulating factor receptor signaling	9	10	1	0.1111111	2	0.2222222
3	Erythropoietin receptor signaling	MBC:0000349	Granulocyte-colony stimulating factor receptor signaling	15	16	1	0.06666667	5	0.3333333
