Dataset name	Timepoint	Timeunit	Integration group	Dataset color	NCBI official gene symbol	Value_1st	Value_2nd	Significant	Rank	Cellline	Drug	Drug_fullName	Drug_class	Drug_abbreviation	Outlier
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	KCNH4	23.6818284134386	0	FALSE	310	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	KCNJ5	17.9636717923181	0	FALSE	541	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	KCNJ9	20.7592424702667	0	FALSE	420	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	KCNK10	18.8211406992025	0	FALSE	498	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	KCNQ1	18.0595941385142	0	FALSE	535	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	KIAA0040	25.060808745061	0	FALSE	273	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	KIF20A	24.2130467685867	0	FALSE	292	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	KL	49.4230970703607	0	FALSE	31	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	KLF10	44.9648512342462	0	FALSE	70	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	KLF4	23.3132636883034	0	FALSE	324	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	KLF5	27.280439375469	0	FALSE	225	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	KLF9	30.9396131820323	0	FALSE	170	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	KLHL15	27.0203310494074	0	FALSE	231	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	KLLN	42.3823492258608	0	FALSE	95	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	L3MBTL3	43.5493277143148	0	FALSE	83	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LDB3	29.0782896838299	0	FALSE	196	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LEF1	49.1063733202503	0	FALSE	33	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LEFTY1	28.8175460159984	0	FALSE	204	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LETM2	30.1044774946332	0	FALSE	180	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LGI3	30.0015147081748	0	FALSE	183	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LGR5	46.0485187213895	0	FALSE	65	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LGSN	41.4079083619496	0	FALSE	103	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LMOD1	19.4324650507538	0	FALSE	468	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LOC100128988	25.5585676686287	0	FALSE	259	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LOC101060022	24.3751910143903	0	FALSE	290	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LOC101927245	23.6492339336103	0	FALSE	313	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LOC101928764	19.4375993739513	0	FALSE	467	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LOC105370687	22.2408623818131	0	FALSE	363	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LOC105371419	18.6566991258864	0	FALSE	505	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LOC105376341	28.9633645229812	0	FALSE	200	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LOC105377021	19.4672938542967	0	FALSE	466	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LOC105378479	24.5428968346662	0	FALSE	286	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LOC107985355	17.5131176342105	0	FALSE	559	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LOC107986192	27.9989160980199	0	FALSE	216	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LOC107987175	21.5143375292444	0	FALSE	385	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LONRF3	16.7322604401711	0	FALSE	594	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LRIT3	26.6141172322263	0	FALSE	238	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LRRC10	19.8133920320759	0	FALSE	453	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LRRN4	20.1685054080617	0	FALSE	435	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LTB4R	23.7280034597589	0	FALSE	307	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	LYPD4	27.7490272808759	0	FALSE	218	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MADCAM1	21.6054176152769	0	FALSE	383	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MAFA	29.2255939151604	0	FALSE	194	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MAFB	31.3972453714705	0	FALSE	167	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Down	OrangeRed	MAP1A	-18.4132346438071	0	FALSE	517	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Down	OrangeRed	MAP2	-26.2271566428072	0	FALSE	246	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MAP4K1	22.5670951051366	0	FALSE	350	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MASP1	24.7522483142817	0	FALSE	282	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MB	37.8784469423486	0	FALSE	122	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MDGA1	46.7464694975448	0	FALSE	62	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MEFV	29.5558387137816	0	FALSE	190	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MEGF6	17.3604945894972	0	FALSE	567	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Down	OrangeRed	MET	-18.0411038208107	0	FALSE	537	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	METTL21C	47.6433333371929	0	FALSE	48	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MFAP3L	41.7252967484583	0	FALSE	100	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MFAP4	25.6694592827754	0	FALSE	257	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MFSD2A	24.9361731484657	0	FALSE	276	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Down	OrangeRed	MICALL2	-23.9475796503113	0	FALSE	299	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MILR1	25.1389290989863	0	FALSE	272	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MKI67	28.4166610474809	0	FALSE	209	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MKX	21.0914267902591	0	FALSE	404	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MLNR	20.8763287650549	0	FALSE	413	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MMD	23.5109760892291	0	FALSE	319	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Down	OrangeRed	MMP1	-28.8345101483736	0	FALSE	202	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MN1	16.908395224172	0	FALSE	582	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MSX1	26.982182578049	0	FALSE	232	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MTF1	49.7286446930898	0	FALSE	27	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MTFR2	49.697126865623	0	FALSE	29	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MTUS2	17.7921094478825	0	FALSE	545	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MYB	50.7688837984811	0	FALSE	15	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MYBL2	18.088319881777	0	FALSE	533	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MYBPC3	19.8460470555011	0	FALSE	450	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MYC	26.0501340197801	0	FALSE	250	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MYCL	47.640145380827	0	FALSE	49	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Down	OrangeRed	MYH14	-25.1769483096185	0	FALSE	271	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MYH6	27.7199296902332	0	FALSE	220	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MYH7	30.3067573476376	0	FALSE	177	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MYL2	23.9789761393771	0	FALSE	298	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MYL3	34.0098742659402	0	FALSE	139	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MYL4	22.7529780412958	0	FALSE	341	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MYL7	32.2018434931597	0	FALSE	158	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MYLK3	21.3818249677527	0	FALSE	390	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MYO1A	22.2980916723662	0	FALSE	361	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MYOCD	21.4903440053491	0	FALSE	387	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MYOM1	23.7251188334505	0	FALSE	308	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	MYZAP	17.1369122442832	0	FALSE	575	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NCF1	20.8652311939647	0	FALSE	414	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NDNF	31.7045662374529	0	FALSE	162	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NDRG1	20.2582627501829	0	FALSE	432	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NECTIN4	20.0073512582887	0	FALSE	440	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NEFH	19.3381673953869	0	FALSE	473	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NEK8	23.0064184887573	0	FALSE	332	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NEURL3	32.479725469156	0	FALSE	156	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NEUROG2	33.8373983351813	0	FALSE	141	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NHLH2	42.155497592455	0	FALSE	97	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NIPSNAP2	18.2250328537731	0	FALSE	529	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NKPD1	48.2055984915593	0	FALSE	46	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NKX3-1	28.1729364752159	0	FALSE	213	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NMB	18.706805823841	0	FALSE	503	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NOTCH1	21.3924892922513	0	FALSE	389	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NOXO1	20.1697860852992	0	FALSE	434	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Down	OrangeRed	NPC1	-16.8611861163553	0	FALSE	584	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NPPA	19.5374611974386	0	FALSE	462	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NPPB	18.8401476569259	0	FALSE	496	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NPPC	50.0093983522563	0	FALSE	21	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NPTX2	38.9222439528584	0	FALSE	117	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NPY1R	23.3214196311463	0	FALSE	322	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NR0B1	26.6665742024738	0	FALSE	235	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NR3C2	18.1697286621128	0	FALSE	531	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
doxorubicin - healthy hiPSCd cardiomyocyte line MSN05 - regular response	0	min	doxorubicin - Up	OrangeRed	NR4A2	25.3441952726618	0	FALSE	266	healthy hiPSCd cardiomyocyte line MSN05	error	doxorubicin	Anthracycline	DOX	regular response
