ProcessLevel	Left_out_processName	ProcessID	ProcessName	Original_process_size	Process_size_after_left_out	New_symbols_count	New_symbols_count_divided_by_original_process_size	New_symbols_rank_increase	New_symbols_rank_increase_divided_by_original_process_size
2	Cellular response to oxidative stress	MBC:0000099	Metabolism of water-soluble vitamins	17	21	1	0.05882353	11.5	0.6764706
2	Cellular response to oxidative stress	MBC:0000122	Post-translational protein modification in Mitochondria	25	25	0	0	2	0.08
2	Cellular response to oxidative stress	MBC:0000126	Protein transport across the nuclear membrane	79	79	0	0	0.5	0.006329114
2	Cellular response to oxidative stress	MBC:0000134	Signaling pathways involved in glucose and lipid homeostasis	50	50	0	0	8.5	0.17
2	Cellular response to oxidative stress	MBC:0000143	Steroid hormone metabolism	77	77	0	0	6.5	0.08441558
2	Cellular response to oxidative stress	MBC:0000148	Transcription	206	207	0	0	77	0.3737864
2	Cellular response to oxidative stress	MBC:0000151	Triacylglycerol metabolism and transport	41	42	1	0.02439024	8.5	0.2073171
2	Cellular response to oxidative stress	MBC:0000152	Ubiquitin mediated proteasomal degradation	121	122	0	0	3	0.02479339
2	Cellular response to radiation	MBC:0000035	Apoptosis	82	83	0	0	9.5	0.1158537
2	Cellular response to radiation	MBC:0000036	Autophagy	80	81	0	0	1	0.0125
2	Cellular response to radiation	MBC:0000045	Cellular response to energy deprivation	18	17	0	0	1	0.05555556
2	Cellular response to radiation	MBC:0000046	Cellular response to hypoxia	58	61	1	0.01724138	11	0.1896552
2	Cellular response to radiation	MBC:0000047	Cellular response to oxidative stress	51	55	1	0.01960784	7	0.1372549
2	Cellular response to radiation	MBC:0000050	Chromatin remodeling	159	158	0	0	3	0.01886792
2	Cellular response to radiation	MBC:0000061	DNA double-strand break repair	53	52	1	0.01886792	52	0.9811321
2	Cellular response to radiation	MBC:0000070	Epidermal growth factor family signaling	26	27	1	0.03846154	1	0.03846154
2	Cellular response to radiation	MBC:0000074	Fatty acid metabolism	87	87	0	0	4.5	0.05172414
2	Cellular response to radiation	MBC:0000076	Filopodium and lamellipodium organization	104	105	1	0.009615385	11	0.1057692
2	Cellular response to radiation	MBC:0000079	Glycosaminoglycan metabolism	86	88	1	0.01162791	20	0.2325581
2	Cellular response to radiation	MBC:0000081	Histone modification	183	186	2	0.01092896	69.5	0.3797814
2	Cellular response to radiation	MBC:0000084	Interphase nucleus and nuclear chromatin organization	60	60	0	0	4.5	0.075
2	Cellular response to radiation	MBC:0000085	Intracellular common signaling cascades of multiple pathways	120	122	2	0.01666667	31	0.2583333
2	Cellular response to radiation	MBC:0000088	Lipid droplet dynamics	68	69	1	0.01470588	9	0.1323529
2	Cellular response to radiation	MBC:0000108	Mitotic cell cycle checkpoints	40	41	0	0	2	0.05
2	Cellular response to radiation	MBC:0000113	Neuronal action potential generation and propagation	104	106	1	0.009615385	13	0.125
2	Cellular response to radiation	MBC:0000126	Protein transport across the nuclear membrane	79	80	1	0.01265823	39	0.4936709
2	Cellular response to radiation	MBC:0000134	Signaling pathways involved in glucose and lipid homeostasis	50	51	1	0.02	1.5	0.03
2	Cellular response to radiation	MBC:0000137	Signaling pathways regulating cardiovascular homeostasis	81	82	1	0.01234568	6	0.07407407
2	Cellular response to radiation	MBC:0000142	Steroid and sex hormone signaling	43	43	0	0	2	0.04651163
2	Cellular response to radiation	MBC:0000148	Transcription	206	209	1	0.004854369	145	0.7038835
3	Centriolar satelites organization	MBC:0000165	Adherens junction organization	47	48	1	0.0212766	34	0.7234042
3	Centriolar satelites organization	MBC:0000222	Centrosome duplication	30	31	1	0.03333334	18	0.6
3	Centriolar satelites organization	MBC:0000224	Centrosome organization	86	44	4	0.04651163	266	3.093023
3	Centriolar satelites organization	MBC:0000238	Ciliary transition zone organization	15	15	1	0.06666667	4	0.2666667
3	Centriolar satelites organization	MBC:0000287	Epithelial intermediate filament dynamics	16	17	1	0.0625	8	0.5
3	Centriolar satelites organization	MBC:0000294	Eukaryotic basal body organization	41	41	3	0.07317073	103	2.512195
3	Centriolar satelites organization	MBC:0000352	Hedgehog receptor signaling	28	29	1	0.03571429	3.5	0.125
3	Centriolar satelites organization	MBC:0000491	Notch receptor signaling	31	32	1	0.03225806	16.5	0.5322581
2	Centrosome cycle	MBC:0000035	Apoptosis	82	83	1	0.01219512	47.5	0.5792683
2	Centrosome cycle	MBC:0000042	Cell-cell adhesion	92	93	1	0.01086957	26	0.2826087
2	Centrosome cycle	MBC:0000043	Cell-matrix adhesion	67	67	0	0	2	0.02985075
2	Centrosome cycle	MBC:0000051	Chromosome segregation by mitotic spindle	88	99	14	0.1590909	587	6.670455
2	Centrosome cycle	MBC:0000057	Cytokinesis	42	45	3	0.07142857	64	1.52381
2	Centrosome cycle	MBC:0000058	Cytosolic intermediate filament and septin dynamics	66	66	0	0	5	0.07575758
2	Centrosome cycle	MBC:0000071	Eukaryotic cilium and flagellum dynamics	193	215	21	0.1088083	1437	7.445596
2	Centrosome cycle	MBC:0000084	Interphase nucleus and nuclear chromatin organization	60	64	3	0.05	85.5	1.425
2	Centrosome cycle	MBC:0000100	Microtubule dynamics	83	85	2	0.02409638	51	0.6144578
2	Centrosome cycle	MBC:0000101	Microtubule organization center dynamics	17	17	0	0	2	0.1176471
2	Centrosome cycle	MBC:0000108	Mitotic cell cycle checkpoints	40	42	2	0.05	27	0.675
2	Centrosome cycle	MBC:0000114	Neuronal signaling pathways	78	79	1	0.01282051	14	0.1794872
2	Centrosome cycle	MBC:0000126	Protein transport across the nuclear membrane	79	83	4	0.05063291	133	1.683544
2	Centrosome cycle	MBC:0000133	Signaling by extracellular matrix components	43	43	0	0	2	0.04651163
2	Centrosome cycle	MBC:0000137	Signaling pathways regulating cardiovascular homeostasis	81	82	1	0.01234568	13.5	0.1666667
2	Centrosome cycle	MBC:0000140	Signaling pathways that control cell proliferation and differentiation	144	145	1	0.006944444	76.5	0.53125
2	Centrosome cycle	MBC:0000152	Ubiquitin mediated proteasomal degradation	121	123	1	0.008264462	12	0.09917355
3	Centrosome duplication	MBC:0000161	Actin polymerization	92	92	1	0.01086957	22	0.2391304
3	Centrosome duplication	MBC:0000223	Centrosome maturation	19	20	1	0.05263158	17	0.8947368
3	Centrosome duplication	MBC:0000224	Centrosome organization	86	95	8	0.09302326	450	5.232558
3	Centrosome duplication	MBC:0000294	Eukaryotic basal body organization	41	43	2	0.04878049	20	0.4878049
3	Centrosome duplication	MBC:0000439	Metaphase to anaphase checkpoint	36	37	1	0.02777778	13.5	0.375
3	Centrosome duplication	MBC:0000460	Mitotic H3 phosphorylation and dephosphorylation	19	19	0	0	0.5	0.02631579
3	Centrosome duplication	MBC:0000461	Mitotic spindle assembly	13	14	1	0.07692308	1	0.07692308
3	Centrosome duplication	MBC:0000553	Protein polyubiquitination	19	19	0	0	1	0.05263158
3	Centrosome duplication	MBC:0000584	rRNA processing	39	39	1	0.02564103	37	0.948718
3	Centrosome maturation	MBC:0000222	Centrosome duplication	30	32	2	0.06666667	34	1.133333
3	Centrosome maturation	MBC:0000224	Centrosome organization	86	90	2	0.02325581	146.5	1.703488
3	Centrosome maturation	MBC:0000225	Centrosome separation	12	14	2	0.1666667	17.5	1.458333
3	Centrosome maturation	MBC:0000296	Eukaryotic kinetochore dynamics	56	57	1	0.01785714	8	0.1428571
3	Centrosome maturation	MBC:0000325	G2 M transition checkpoint	16	17	1	0.0625	4.5	0.28125
3	Centrosome maturation	MBC:0000439	Metaphase to anaphase checkpoint	36	38	1	0.02777778	1	0.02777778
3	Centrosome maturation	MBC:0000446	Microtubule nucleation and rescue	17	20	3	0.1764706	19.5	1.147059
3	Centrosome maturation	MBC:0000447	Microtubule plus-end tracking	13	13	0	0	0.5	0.03846154
3	Centrosome maturation	MBC:0000461	Mitotic spindle assembly	13	14	1	0.07692308	1	0.07692308
3	Centrosome organization	MBC:0000221	Centriolar satelites organization	14	12	2	0.1428571	25	1.785714
3	Centrosome organization	MBC:0000294	Eukaryotic basal body organization	41	41	0	0	2.5	0.06097561
3	Centrosome organization	MBC:0000296	Eukaryotic kinetochore dynamics	56	56	0	0	15	0.2678571
3	Centrosome organization	MBC:0000407	Intracellular bridge abscission	30	30	0	0	1.5	0.05
3	Centrosome organization	MBC:0000439	Metaphase to anaphase checkpoint	36	37	0	0	6	0.1666667
3	Centrosome organization	MBC:0000447	Microtubule plus-end tracking	13	13	0	0	0.5	0.03846154
3	Centrosome organization	MBC:0000503	Nucleosome remodeling	43	43	0	0	0.5	0.01162791
3	Centrosome organization	MBC:0000521	PI3 kinase AKT signaling pathway	24	24	0	0	2	0.08333334
3	Centrosome separation	MBC:0000222	Centrosome duplication	30	32	2	0.06666667	13	0.4333333
3	Centrosome separation	MBC:0000223	Centrosome maturation	19	19	1	0.05263158	19.5	1.026316
3	Centrosome separation	MBC:0000224	Centrosome organization	86	87	1	0.01162791	78	0.9069768
3	Centrosome separation	MBC:0000296	Eukaryotic kinetochore dynamics	56	57	1	0.01785714	27	0.4821429
3	Centrosome separation	MBC:0000461	Mitotic spindle assembly	13	16	3	0.2307692	26	2
3	Centrosome separation	MBC:0000596	Sister chromatid cohesion	41	42	1	0.02439024	7	0.1707317
3	Centrosome separation	MBC:0000597	Sister chromatid segregation	17	19	1	0.05882353	1	0.05882353
3	Chaperone mediated protein folding in ER	MBC:0000165	Adherens junction organization	47	48	1	0.0212766	14	0.2978723
3	Chaperone mediated protein folding in ER	MBC:0000205	Calcium transmembrane transport	31	31	0	0	1	0.03225806
3	Chaperone mediated protein folding in ER	MBC:0000281	Endoplasmic reticulum quality control system	64	66	1	0.015625	43	0.671875
3	Chaperone mediated protein folding in ER	MBC:0000283	Endoplasmic sheet maintenance	8	8	0	0	1	0.125
3	Chaperone mediated protein folding in ER	MBC:0000289	ER unfolded protein response pathway	8	9	1	0.125	4	0.5
3	Chaperone mediated protein folding in ER	MBC:0000539	Proteasomal core organization	15	15	0	0	2	0.1333333
3	Chaperone mediated protein folding in ER	MBC:0000550	Protein N-linked glycosylation in ER	13	15	2	0.1538462	9	0.6923077
3	Chaperone mediated protein folding in ER	MBC:0000629	Transcription repression	87	86	1	0.01149425	29.5	0.3390805
3	Chaperone mediated protein folding in ER	MBC:0000634	Translation initiation	95	97	1	0.01052632	25	0.2631579
3	Chaperone-mediated autophagy	MBC:0000549	Protein myristoylation	4	5	1	0.25	1	0.25
3	Chloride transmembrane transport	MBC:0000194	Bicarbonate transmembrane transport	33	35	2	0.06060606	61	1.848485
3	Chloride transmembrane transport	MBC:0000205	Calcium transmembrane transport	31	32	1	0.03225806	25.5	0.8225806
3	Chloride transmembrane transport	MBC:0000276	Early endosome dynamics	58	59	1	0.01724138	51	0.8793104
3	Chloride transmembrane transport	MBC:0000371	Hydrogen transmembrane transport	66	68	2	0.03030303	113.5	1.719697
3	Chloride transmembrane transport	MBC:0000415	Late endosome dynamics	63	64	1	0.01587302	11.5	0.1825397
3	Chloride transmembrane transport	MBC:0000429	Lysosomal glycoprotein degradation	67	68	1	0.01492537	15.5	0.2313433
3	Chloride transmembrane transport	MBC:0000524	Potassium transmembrane transport	26	26	0	0	2.5	0.09615385
3	Chloride transmembrane transport	MBC:0000562	Rank signaling	36	38	1	0.02777778	10	0.2777778
3	Chloride transmembrane transport	MBC:0000565	Recycling endosome dynamics	52	53	1	0.01923077	37	0.7115384
3	Chloride transmembrane transport	MBC:0000601	Sodium transmembrane transport	53	55	2	0.03773585	70	1.320755
3	Cholesterol esterification	MBC:0000230	Cholesterol synthesis	27	27	1	0.03703704	27	1
3	Cholesterol esterification	MBC:0000231	Cholesterol transport by lipoproteins	20	21	1	0.05	16	0.8
3	Cholesterol esterification	MBC:0000406	Intestinal absorption and excretion of cholesterol	18	18	0	0	3	0.1666667
3	Cholesterol esterification	MBC:0000421	Lipid droplet biogenesis	19	20	1	0.05263158	13	0.6842105
3	Cholesterol esterification	MBC:0000490	Non-vesicular phospholipid transport	22	23	1	0.04545455	18	0.8181818
3	Cholesterol esterification	MBC:0000642	Triacylglycerol transport by lipoproteins	13	14	1	0.07692308	11	0.8461539
3	Cholesterol synthesis	MBC:0000196	Bile acid secretion and re-absorbtion	14	15	1	0.07142857	1	0.07142857
3	Cholesterol synthesis	MBC:0000197	Bile acid synthesis from cholesterol	16	17	1	0.0625	7	0.4375
3	Cholesterol synthesis	MBC:0000205	Calcium transmembrane transport	31	32	1	0.03225806	2	0.06451613
3	Cholesterol synthesis	MBC:0000217	Cellular cholesterol uptake and efflux	28	29	3	0.1071429	40	1.428571
3	Cholesterol synthesis	MBC:0000281	Endoplasmic reticulum quality control system	64	64	0	0	1	0.015625
3	Cholesterol synthesis	MBC:0000286	Epidermal growth factor receptor signaling	33	35	2	0.06060606	22	0.6666667
3	Cholesterol synthesis	MBC:0000406	Intestinal absorption and excretion of cholesterol	18	22	2	0.1111111	4	0.2222222
3	Cholesterol synthesis	MBC:0000468	Myelin biogenesis and maturation	9	9	0	0	1	0.1111111
3	Cholesterol synthesis	MBC:0000490	Non-vesicular phospholipid transport	22	23	1	0.04545455	1	0.04545455
3	Cholesterol synthesis	MBC:0000531	Progestagen synthesis	10	11	1	0.1	1	0.1
3	Cholesterol synthesis	MBC:0000543	Protein farnesylation and geranylation	8	8	0	0	0.5	0.0625
3	Cholesterol synthesis	MBC:0000640	Triacylglycerol hydrolysis and mobilization	35	36	1	0.02857143	14	0.4
3	Cholesterol synthesis	MBC:0000663	Vitamin D metabolism	16	17	1	0.0625	1	0.0625
3	Cholesterol transport by lipoproteins	MBC:0000163	Acute-phase response	9	11	2	0.2222222	12.5	1.388889
3	Cholesterol transport by lipoproteins	MBC:0000196	Bile acid secretion and re-absorbtion	14	14	0	0	1	0.07142857
3	Cholesterol transport by lipoproteins	MBC:0000217	Cellular cholesterol uptake and efflux	28	30	3	0.1071429	53	1.892857
3	Cholesterol transport by lipoproteins	MBC:0000229	Cholesterol esterification	9	12	3	0.3333333	18	2
3	Cholesterol transport by lipoproteins	MBC:0000230	Cholesterol synthesis	27	26	0	0	2	0.07407407
3	Cholesterol transport by lipoproteins	MBC:0000406	Intestinal absorption and excretion of cholesterol	18	19	1	0.05555556	1	0.05555556
3	Cholesterol transport by lipoproteins	MBC:0000490	Non-vesicular phospholipid transport	22	23	1	0.04545455	19.5	0.8863636
3	Cholesterol transport by lipoproteins	MBC:0000640	Triacylglycerol hydrolysis and mobilization	35	36	1	0.02857143	7	0.2
3	Cholesterol transport by lipoproteins	MBC:0000642	Triacylglycerol transport by lipoproteins	13	15	2	0.1538462	22	1.692308
3	Cholesterol-sensitive control of SREBP activation	MBC:0000230	Cholesterol synthesis	27	31	4	0.1481481	89.5	3.314815
3	Cholesterol-sensitive control of SREBP activation	MBC:0000267	Desmosome organization	39	40	1	0.02564103	17	0.4358974
3	Cholesterol-sensitive control of SREBP activation	MBC:0000355	Hemidesmosome organization	17	18	1	0.05882353	4	0.2352941
3	Cholesterol-sensitive control of SREBP activation	MBC:0000425	Lipogenesis	12	14	2	0.1666667	18	1.5
3	Chondroitin sulfate and dermatan sulfate synthesis	MBC:0000566	Regulation of coagulation cascade by protein C	9	10	1	0.1111111	2	0.2222222
3	Chromatin organization by insulator proteins	MBC:0000236	Chromatin organization by transcription factories	8	9	1	0.125	4	0.5
3	Chromatin organization by insulator proteins	MBC:0000237	Chromatin targeting to lamina	2	3	1	0.5	1	0.5
3	Chromatin organization by insulator proteins	MBC:0000364	Histone methylation and demethylation	141	144	1	0.007092198	28	0.1985816
3	Chromatin organization by insulator proteins	MBC:0000565	Recycling endosome dynamics	52	53	1	0.01923077	31.5	0.6057692
3	Chromatin organization by Polycomb repressive complexes	MBC:0000216	Cell cycle arrest in response to DNA damage	14	15	1	0.07142857	3.5	0.25
3	Chromatin organization by Polycomb repressive complexes	MBC:0000270	DNA cleavage	22	23	1	0.04545455	10.5	0.4772727
3	Chromatin organization by Polycomb repressive complexes	MBC:0000363	Histone acetylation and deactylation	73	79	1	0.01369863	52	0.7123288
3	Chromatin organization by Polycomb repressive complexes	MBC:0000364	Histone methylation and demethylation	141	145	5	0.03546099	470	3.333333
3	Chromatin organization by Polycomb repressive complexes	MBC:0000366	Histone ubiquitination and deubiquitination	55	60	7	0.1272727	287	5.218182
3	Chromatin organization by Polycomb repressive complexes	MBC:0000501	Nucleosome assembly	46	47	1	0.02173913	9	0.1956522
2	Chromatin remodeling	MBC:0000035	Apoptosis	82	83	1	0.01219512	32	0.3902439
2	Chromatin remodeling	MBC:0000047	Cellular response to oxidative stress	51	50	0	0	2.5	0.04901961
2	Chromatin remodeling	MBC:0000048	Cellular response to radiation	67	67	1	0.01492537	16.5	0.2462687
2	Chromatin remodeling	MBC:0000051	Chromosome segregation by mitotic spindle	88	88	0	0	3	0.03409091
2	Chromatin remodeling	MBC:0000058	Cytosolic intermediate filament and septin dynamics	66	67	1	0.01515152	23	0.3484848
2	Chromatin remodeling	MBC:0000059	Cytosolic post-translational protein modification	47	47	0	0	2.5	0.05319149
2	Chromatin remodeling	MBC:0000061	DNA double-strand break repair	53	56	3	0.05660377	69	1.301887
2	Chromatin remodeling	MBC:0000063	DNA recombination	35	35	0	0	0.5	0.01428571
2	Chromatin remodeling	MBC:0000071	Eukaryotic cilium and flagellum dynamics	193	194	1	0.005181347	3.5	0.01813472
2	Chromatin remodeling	MBC:0000072	Eukaryotic DNA replication	43	44	1	0.02325581	1	0.02325581
2	Chromatin remodeling	MBC:0000081	Histone modification	183	158	11	0.06010929	2343.5	12.80601
2	Chromatin remodeling	MBC:0000084	Interphase nucleus and nuclear chromatin organization	60	62	1	0.01666667	37	0.6166667
2	Chromatin remodeling	MBC:0000110	mRNA translation	81	81	0	0	5.5	0.06790123
2	Chromatin remodeling	MBC:0000113	Neuronal action potential generation and propagation	104	104	0	0	1.5	0.01442308
2	Chromatin remodeling	MBC:0000126	Protein transport across the nuclear membrane	79	80	0	0	0.5	0.006329114
2	Chromatin remodeling	MBC:0000130	Ribonucleoprotein biogenesis	166	166	0	0	1	0.006024096
2	Chromatin remodeling	MBC:0000135	Signaling pathways involved in hematopoiesis	120	120	0	0	9	0.075
2	Chromatin remodeling	MBC:0000142	Steroid and sex hormone signaling	43	44	1	0.02325581	15.5	0.3604651
2	Chromatin remodeling	MBC:0000143	Steroid hormone metabolism	77	77	0	0	1.5	0.01948052
2	Chromatin remodeling	MBC:0000148	Transcription	206	213	5	0.02427184	500.5	2.429612
2	Chromatin remodeling	MBC:0000152	Ubiquitin mediated proteasomal degradation	121	121	0	0	0.5	0.004132231
2	Chromosome segregation by mitotic spindle	MBC:0000042	Cell-cell adhesion	92	92	0	0	1	0.01086957
2	Chromosome segregation by mitotic spindle	MBC:0000049	Centrosome cycle	80	95	10	0.125	378	4.725
2	Chromosome segregation by mitotic spindle	MBC:0000050	Chromatin remodeling	159	159	0	0	3	0.01886792
2	Chromosome segregation by mitotic spindle	MBC:0000055	Control of postsynaptic potential	45	46	1	0.02222222	21.5	0.4777778
2	Chromosome segregation by mitotic spindle	MBC:0000057	Cytokinesis	42	52	1	0.02380952	17	0.4047619
2	Chromosome segregation by mitotic spindle	MBC:0000058	Cytosolic intermediate filament and septin dynamics	66	67	1	0.01515152	1	0.01515152
2	Chromosome segregation by mitotic spindle	MBC:0000061	DNA double-strand break repair	53	55	1	0.01886792	2	0.03773585
2	Chromosome segregation by mitotic spindle	MBC:0000071	Eukaryotic cilium and flagellum dynamics	193	193	0	0	38	0.1968912
2	Chromosome segregation by mitotic spindle	MBC:0000081	Histone modification	183	184	1	0.005464481	130	0.7103825
2	Chromosome segregation by mitotic spindle	MBC:0000084	Interphase nucleus and nuclear chromatin organization	60	62	1	0.01666667	49.5	0.825
2	Chromosome segregation by mitotic spindle	MBC:0000087	Kinin–kallikrein system	33	35	2	0.06060606	7	0.2121212
2	Chromosome segregation by mitotic spindle	MBC:0000100	Microtubule dynamics	83	93	8	0.09638554	233.5	2.813253
2	Chromosome segregation by mitotic spindle	MBC:0000101	Microtubule organization center dynamics	17	18	1	0.05882353	3.5	0.2058824
2	Chromosome segregation by mitotic spindle	MBC:0000108	Mitotic cell cycle checkpoints	40	40	0	0	4	0.1
2	Chromosome segregation by mitotic spindle	MBC:0000113	Neuronal action potential generation and propagation	104	105	1	0.009615385	43	0.4134615
2	Chromosome segregation by mitotic spindle	MBC:0000117	Pattern recognition signaling	45	46	1	0.02222222	21	0.4666667
3	Ciliary transition zone organization	MBC:0000165	Adherens junction organization	47	48	1	0.0212766	14	0.2978723
3	Ciliary transition zone organization	MBC:0000294	Eukaryotic basal body organization	41	43	2	0.04878049	40.5	0.9878049
3	Ciliary transition zone organization	MBC:0000297	Eukaryotic transition zone organization	15	18	2	0.1333333	16.5	1.1
3	Ciliary transition zone organization	MBC:0000318	Filopodium organization	36	36	1	0.02777778	15.5	0.4305556
3	Ciliary transition zone organization	MBC:0000415	Late endosome dynamics	63	64	1	0.01587302	11.5	0.1825397
3	Ciliary transition zone organization	MBC:0000667	WNT-Beta-catenin signaling pathway	83	84	1	0.01204819	67.5	0.813253
3	Citric acid cycle	MBC:0000279	Electron transport chain	17	19	1	0.05882353	7	0.4117647
3	Citric acid cycle	MBC:0000339	Glutamate and glutamine metabolism	13	15	2	0.1538462	5.5	0.4230769
3	Citric acid cycle	MBC:0000344	Glycolysis and Gluconeogenesis	45	46	1	0.02222222	38	0.8444445
3	Citric acid cycle	MBC:0000360	HIF-1 receptor signaling pathway	32	33	1	0.03125	16	0.5
3	Citric acid cycle	MBC:0000612	Thiamine metabolism	5	10	5	1	5	1
3	Citric acid cycle	MBC:0000653	Urea cycle	10	11	1	0.1	1	0.1
3	Class switch recombination	MBC:0000161	Actin polymerization	92	92	1	0.01086957	63	0.6847826
3	Class switch recombination	MBC:0000172	Alternative end joining DSB repair	7	8	1	0.1428571	6	0.8571429
3	Class switch recombination	MBC:0000173	Amination of alpha-keto acids and deamination of amino acids	14	15	1	0.07142857	14	1
3	Class switch recombination	MBC:0000189	Base excision repair	39	40	1	0.02564103	20	0.5128205
3	Class switch recombination	MBC:0000216	Cell cycle arrest in response to DNA damage	14	15	1	0.07142857	3	0.2142857
3	Class switch recombination	MBC:0000258	C-type lectin receptor signaling	20	22	1	0.05	1	0.05
3	Class switch recombination	MBC:0000290	Erythropoietin receptor signaling	6	7	1	0.1666667	1	0.1666667
3	Class switch recombination	MBC:0000364	Histone methylation and demethylation	141	143	1	0.007092198	64	0.4539007
3	Class switch recombination	MBC:0000385	Interferon beta receptor signaling	42	44	2	0.04761905	17	0.4047619
3	Class switch recombination	MBC:0000483	Nodal growth differentiation factor receptor signaling	56	57	1	0.01785714	21	0.375
3	Class switch recombination	MBC:0000485	Non-homologous end joining DSB repair	22	24	1	0.04545455	1	0.04545455
3	Class switch recombination	MBC:0000561	Pyrimidine synthesis and salvage	8	9	1	0.125	2.5	0.3125
3	Class switch recombination	MBC:0000562	Rank signaling	36	40	2	0.05555556	47	1.305556
3	Class switch recombination	MBC:0000582	RNA editing	23	25	2	0.08695652	26.5	1.152174
3	Class switch recombination	MBC:0000623	Toll-like receptor signaling	33	35	1	0.03030303	1	0.03030303
3	Class switch recombination	MBC:0000629	Transcription repression	87	89	2	0.02298851	72.5	0.8333333
3	Class switch recombination	MBC:0000656	VDJ recombination	14	13	0	0	3	0.2142857
3	Classical complement pathway	MBC:0000171	Alternative complement pathway	15	15	0	0	0.5	0.03333334
3	Classical complement pathway	MBC:0000280	Endogenous control of complement activity	19	22	3	0.1578947	20	1.052632
3	Classical complement pathway	MBC:0000416	Lectin complement pathway	11	14	3	0.2727273	12	1.090909
3	Clathrin-mediated endocytosis	MBC:0000159	Actin filament nucleation and branching	33	34	1	0.03030303	3	0.09090909
3	Clathrin-mediated endocytosis	MBC:0000160	Actin filament severing and depolymerization	20	20	0	0	3	0.15
3	Clathrin-mediated endocytosis	MBC:0000161	Actin polymerization	92	92	1	0.01086957	54.5	0.5923913
3	Clathrin-mediated endocytosis	MBC:0000171	Alternative complement pathway	15	15	1	0.06666667	6	0.4
3	Clathrin-mediated endocytosis	MBC:0000174	Amyloid plaque organization	18	19	1	0.05555556	4	0.2222222
3	Clathrin-mediated endocytosis	MBC:0000213	Caveolin-mediated endocytosis	11	11	0	0	0.5	0.04545455
3	Clathrin-mediated endocytosis	MBC:0000224	Centrosome organization	86	86	0	0	12.5	0.1453488
3	Clathrin-mediated endocytosis	MBC:0000276	Early endosome dynamics	58	57	0	0	1	0.01724138
3	Clathrin-mediated endocytosis	MBC:0000319	Focal adhesion organization	61	62	1	0.01639344	32	0.5245901
3	Clathrin-mediated endocytosis	MBC:0000352	Hedgehog receptor signaling	28	29	1	0.03571429	7.5	0.2678571
3	Clathrin-mediated endocytosis	MBC:0000413	Lamellipodium organization	52	54	2	0.03846154	28.5	0.5480769
3	Clathrin-mediated endocytosis	MBC:0000565	Recycling endosome dynamics	52	56	4	0.07692308	107	2.057692
3	Clathrin-mediated endocytosis	MBC:0000567	Regulation of iron homeostasis	28	29	1	0.03571429	1	0.03571429
3	Clathrin-mediated endocytosis	MBC:0000654	Vascular endothelial growth factor receptor signaling	37	38	1	0.02702703	6.5	0.1756757
3	Clathrin-mediated endocytosis	MBC:0000659	Vesicle fusion with plasma membrane	34	34	0	0	3	0.0882353
3	Clathrin-mediated vesicle traffic from TGN to endosomal lysosomal system	MBC:0000565	Recycling endosome dynamics	52	63	9	0.1730769	335	6.442307
3	Clathrin-mediated vesicle traffic from TGN to endosomal lysosomal system	MBC:0000573	Retrograde vesicle traffic from endosome to TGN	35	36	1	0.02857143	5.5	0.1571429
3	Cleavage of ER signal peptide	MBC:0000550	Protein N-linked glycosylation in ER	13	16	3	0.2307692	9	0.6923077
3	Coagulation cascade	MBC:0000231	Cholesterol transport by lipoproteins	20	21	1	0.05	10.5	0.525
3	Coagulation cascade	MBC:0000241	Classical complement pathway	17	18	1	0.05882353	7	0.4117647
3	Coagulation cascade	MBC:0000246	Coagulation factor synthesis and vitamin K metabolism	7	7	1	0.1428571	3	0.4285714
3	Coagulation cascade	MBC:0000283	Endoplasmic sheet maintenance	8	8	0	0	1	0.125
3	Coagulation cascade	MBC:0000347	G-protein coupled receptor signaling pathway	31	32	1	0.03225806	12.5	0.4032258
3	Coagulation cascade	MBC:0000566	Regulation of coagulation cascade by protein C	9	10	1	0.1111111	4.5	0.5
2	Coagulation cascade and fibrinolysis	MBC:0000037	Basement membrane dynamics	51	52	1	0.01960784	40.5	0.7941176
2	Coagulation cascade and fibrinolysis	MBC:0000051	Chromosome segregation by mitotic spindle	88	84	1	0.01136364	81	0.9204546
2	Coagulation cascade and fibrinolysis	MBC:0000054	Complement pathway and regulation	50	52	2	0.04	37	0.74
2	Coagulation cascade and fibrinolysis	MBC:0000060	Degradation by lysosomal enzymes	63	64	1	0.01587302	10	0.1587302
2	Coagulation cascade and fibrinolysis	MBC:0000073	Extracellular matrix breakdown	26	29	1	0.03846154	6	0.2307692
2	Coagulation cascade and fibrinolysis	MBC:0000079	Glycosaminoglycan metabolism	86	90	7	0.08139535	452	5.255814
2	Coagulation cascade and fibrinolysis	MBC:0000087	Kinin–kallikrein system	33	36	3	0.09090909	61	1.848485
2	Coagulation cascade and fibrinolysis	MBC:0000121	Post-translational protein modification and quality control during biosynthetic-secretory pathway	138	139	1	0.007246377	16.5	0.1195652
2	Coagulation cascade and fibrinolysis	MBC:0000125	Protein prenylation	62	63	1	0.01612903	20	0.3225806
2	Coagulation cascade and fibrinolysis	MBC:0000132	Rolling cell adhesion	39	40	1	0.02564103	20	0.5128205
2	Coagulation cascade and fibrinolysis	MBC:0000135	Signaling pathways involved in hematopoiesis	120	120	0	0	1	0.008333334
2	Coagulation cascade and fibrinolysis	MBC:0000147	TNF superfamily signaling	71	72	1	0.01408451	26.5	0.3732394
