ProcessLevel	ProcessName	ProcessID	Symbol	Manual_validation	ReadWrite_references	Parent_processName
1	DNA replication, recombination and repair	MBCO:0000014	MCM6	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	MCM7	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	MCM8	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	MCM9	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	MDC1	Positive_for_at_least_one_child	PMID:23038782;PMID:28973861	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	MGMT	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:19894224	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	MLH1	Positive_for_at_least_one_child	PMID:22451719;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	MLH3	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	MMS19	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	MPG	Positive_for_at_least_one_child	PMID:16901897;PMID:24356339	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	MRE11A	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	MSH2	Positive_for_at_least_one_child	PMID:20812239;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	MSH3	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:21975120	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	MSH4	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	MSH6	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:15238605;PMID:17015724	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	MUS81	Positive_for_at_least_one_child	PMID:19805513;PMID:21464321;PMID:22123861;PMID:23576554	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	MUTYH	Positive_for_at_least_one_child	PMID:23143307;PMID:23684800	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	NABP2	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	NBN	Positive_for_at_least_one_child	PMID:16025146	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	NEIL1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	NEIL2	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	NEIL3	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	NEK1	True_positive	UniProt - 2018March20	E_m_p_t_y
1	DNA replication, recombination and repair	MBCO:0000014	NHEJ1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	NME1	Positive_for_at_least_one_child	PMID:30875636	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	NTHL1	Positive_for_at_least_one_child	PMID:16111924	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	OGG1	Positive_for_at_least_one_child	PMID:20817763	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	ORC1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:25999062	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	ORC2	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:25999062	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	ORC3	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:25999062;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	ORC4	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:25999062	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	ORC5	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:25999062	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	ORC6	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:25999062	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PALB2	Positive_for_at_least_one_child	PMID:18047734;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PARG	Positive_for_at_least_one_child	PMID:27544639	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PARP1	Positive_for_at_least_one_child	PMID:20483915;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PARP2	Positive_for_at_least_one_child	PMID:29036662;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PARP3	Positive_for_at_least_one_child	PMID:25017100	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PARP4	Positive_for_at_least_one_child	PMID:17203305	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PARPBP	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PAX5	Positive_for_at_least_one_child	PMID:15004008	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PAXIP1	Positive_for_at_least_one_child	PMID:20088963;PMID:20671152;PMID:21282469;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PCNA	Positive_for_at_least_one_child	PMID:17680271;PMID:20303835;PMID:22954786	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PHB	Positive_for_at_least_one_child	UniProt - 2018March20	E_m_p_t_y
1	DNA replication, recombination and repair	MBCO:0000014	PIDD1	Positive_for_at_least_one_child	PMID:21415862	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PIF1	Positive_for_at_least_one_child	PMID:25303777;PMID:30232007	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PMS1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PMS2	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:18824584	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PNKP	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	POLA1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	POLB	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	POLD2	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	POLD3	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	POLG	Positive_for_at_least_one_child	PMID:16202665	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	POLH	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:29124689	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	POLI	True_positive	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	POLL	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:20805875	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	POLM	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	POLN	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	POLQ	Positive_for_at_least_one_child	PMID:19188258;PMID:20617203	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	POT1	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PPP4C	Positive_for_at_least_one_child	UniProt-online-2021October23	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PRDM1	Positive_for_at_least_one_child	PMID:17000121	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PRIMPOL	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PRKDC	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PSMC3IP	Positive_for_at_least_one_child	PMID:23946869	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	PURA	Positive_for_at_least_one_child	PMID:18630497	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RAD18	Positive_for_at_least_one_child	PMID:21795845;PMID:25038291;PMID:25417706;PMID:26883629	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RAD23A	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RAD23B	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RAD50	Positive_for_at_least_one_child	PMID:19362533;PMID:21427292;PMID:21816818	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RAD51	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:18539610	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RAD51AP1	Positive_for_at_least_one_child	PMID:28963981	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RAD51B	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:21821141;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RAD51C	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RAD51D	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RAD52	Positive_for_at_least_one_child	PMID:12370410;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RAD54B	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RAD9A	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:23788429;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RAG1	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RAG2	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RBBP8	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RECQL	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:18003859	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RECQL4	Positive_for_at_least_one_child	PMID:22039056;PMID:24072219	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RECQL5	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:24418621	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	REV1	Positive_for_at_least_one_child	PMID:22266823;PMID:26318859	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	REV3L	Positive_for_at_least_one_child	PMID:19204108;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RFC1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RMI1	Positive_for_at_least_one_child	PMID:30676768	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RMI2	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RNASEH1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	E_m_p_t_y
1	DNA replication, recombination and repair	MBCO:0000014	RNF138	Positive_for_at_least_one_child	PMID:27195665	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RNF168	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RNF4	Positive_for_at_least_one_child	PMID:22661230	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RNF40	Positive_for_at_least_one_child	PMID:22031019	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RNF8	Positive_for_at_least_one_child	PMID:21444325	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RPA1	Positive_for_at_least_one_child	NCBI-online-2021March04;PMID:10882098;PMID:25753674;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RPA2	Positive_for_at_least_one_child	PMID:20545304;PMID:25999062;PMID:29577652;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RPA3	Positive_for_at_least_one_child	PMID:10882098;PMID:22797063;PMID:25999062;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	RTEL1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:20368557	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	SETMAR	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	SETX	Positive_for_at_least_one_child	PMID:26047474	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	SFPQ	Positive_for_at_least_one_child	PMID:20813759	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	SHFM1	Positive_for_at_least_one_child	PMID:20613862	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	SIRT6	Positive_for_at_least_one_child	PMID:27568560	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	SLBP	Positive_for_at_least_one_child	PMID:15546920	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	SLX4	Positive_for_at_least_one_child	PMID:22907656	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	SMC1A	Positive_for_at_least_one_child	PMID:15146193	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	SMC3	Positive_for_at_least_one_child	PMID:10072753	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	SMC6	Positive_for_at_least_one_child	UniProt - 2018March20	E_m_p_t_y
1	DNA replication, recombination and repair	MBCO:0000014	SMUG1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:19202054	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	SPIDR	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	SPO11	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	STRA13	Positive_for_at_least_one_child	PMID:24390579	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	SYCP1	Positive_for_at_least_one_child	PMID:17339376	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	TCF3	Positive_for_at_least_one_child	PMID:10562543	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	TDG	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	TDP1	Positive_for_at_least_one_child	PMID:26020771	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	TDP2	Positive_for_at_least_one_child	PMID:26581212	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	TEP1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	TERC	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	TERF1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	TERF2	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	TERT	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	TICRR	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:20116089	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	TINF2	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	TLK1	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	TLK2	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	TOP1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	TOP2B	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	TP53BP1	Positive_for_at_least_one_child	PMID:20368578;PMID:25287622;PMID:28398700	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	TSN	Positive_for_at_least_one_child	PMID:7663511	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	UBE2N	Positive_for_at_least_one_child	PMID:22367539;PMID:33963218	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	UBE2T	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	UBE2V2	Positive_for_at_least_one_child	PMID:20463880	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	UHRF1	True_positive	UniProt - 2018March20	E_m_p_t_y
1	DNA replication, recombination and repair	MBCO:0000014	UIMC1	Positive_for_at_least_one_child	PMID:25252691	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	UNG	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	USP1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	USP47	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	UVSSA	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	WDR48	Positive_for_at_least_one_child	PMID:21896657	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	WRN	Positive_for_at_least_one_child	PMID:16223718	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	XAB2	Positive_for_at_least_one_child	PMID:25027282	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	XPA	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	XPC	Positive_for_at_least_one_child	PMID:26531320	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	XRCC1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:18054777	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	XRCC2	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	XRCC3	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	XRCC4	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	XRCC5	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	DNA replication, recombination and repair	MBCO:0000014	XRCC6	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	ACHE	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	AGRN	Positive_for_at_least_one_child	PMID:8227074	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	AKAP5	Positive_for_at_least_one_child	PMID:23649627	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	ANK3	Positive_for_at_least_one_child	PMID:24655771	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	ARHGEF9	Positive_for_at_least_one_child	PMID:23941355	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	ASIC1	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	ASIC2	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:12144042	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	ATP2A2	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	ATP2B4	Positive_for_at_least_one_child	PMID:21325503	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	BCHE	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	E_m_p_t_y
1	Electric transmission	MBCO:0000024	CACNA1A	Positive_for_at_least_one_child	PMID:22005682;UniProt - 2018March20	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	CACNA1B	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	CACNA1D	Positive_for_at_least_one_child	PMID:20007466;PMID:24573175	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	CACNA1E	Positive_for_at_least_one_child	PMID:30304668;PMID:30311774	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	CACNA1G	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:24573175	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	CACNA1H	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	CACNA1I	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	CACNG2	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	CALB2	Positive_for_at_least_one_child	PMID:19450707	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	CHRNA1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	DLG1	Positive_for_at_least_one_child	PMID:16495462;PMID:27956638	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	DLG3	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	DLG4	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	DLGAP1	Positive_for_at_least_one_child	PMID:28870203	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	DOK7	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	DPP10	Positive_for_at_least_one_child	PMID:19901547	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	DRD1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	DRD2	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	DRD4	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	FMR1NB	Positive_for_at_least_one_child	PMID:19640847	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	GABARAP	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	GABRA1	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	GABRB2	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	GABRG2	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	GJA1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	GJC1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	GLRA1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	GLRA2	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	GLRA3	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	GLRB	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	GPHN	Positive_for_at_least_one_child	PMID:14960612	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	GRASP	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	GRIA1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	GRIA2	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	GRID2	Positive_for_at_least_one_child	UniProt - 2018March20	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	GRID2IP	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
1	Electric transmission	MBCO:0000024	GRIK5	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Molecular Biology of the Cell
